Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
CADILLAC,CTS,V COUPE 2PTS 6.2L 8CIL 556HP SUPERCARGADO,2014,AUT,Gasolina,8,556.0,6.2,AUTOS DE LUJO,6.47,10.65,7.86,5.89,396.0,16.0,0,8
CADILLAC,CTS,V SEDAN 4PTS 6.2L 8CIL 556HP SUPERCARGADO,2014,AUT,Gasolina,8,556.0,6.2,AUTOS DE LUJO,6.47,10.65,7.86,5.89,396.0,16.0,0,8
BMW,650iA,CONVERTIBLE 2PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.45,12.65,9.55,7.16,326.0,2.0,2,9
BMW,650iA,COUPÉ 2PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.45,12.98,9.61,7.21,323.0,1.0,2,9
BMW,650iA,CONVERTIBLE 2PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,8,449.0,4.4,AUTOS DE LUJO,6.45,12.65,9.55,7.16,326.0,10.0,2,9
BMW,650iA,GRAN COUPE 2PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,8,449.0,4.4,AUTOS DE LUJO,6.45,12.98,9.61,7.21,323.0,25.0,2,6
BMW,650iA,COUPE 2PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,8,449.0,4.4,AUTOS DE LUJO,6.45,12.98,9.61,7.21,323.0,8.0,2,9
MERCEDES,S500,L CGI 4PTS 4.7L 8CIL 450HP AUT TURBO,2014,AUT,Gasolina,8,450.0,4.7,AUTOS DE LUJO,6.4,13.5,9.66,7.25,322.0,54.0,3,6
PORSCHE,PANAMERA,GTS 5PTS 4.8L 8CIL 440HP PDK TRACCIÓN INTEGRAL,2014,PDK,Gasolina,8,440.0,4.8,AUTOS DE LUJO,6.37,12.82,8.23,6.18,378.0,19.0,0,7
MERCEDES,GLE 63,COUPE AMG 4MATIC 5PTAS 5.5L 8CIL 557HP AUT TURBO,2016,AUT,Gasolina,8,557.0,5.461,AUTOS DE LUJO,6.33,10.31,8.9,6.68,349.0,58.0,1,6
MERCEDES,GLE 63,AMG 4PTAS 5.5L 8CIL 557HP TURBO AUT,2018,AUT,Gasolina,8,557.0,5.461,AUTOS DE LUJO,6.33,10.31,8.9,6.68,349.0,58.0,1,6
AUDI,A6,4PTS 4.2L 8CIL 350HP TIPTRONIC FSI QUATTRO,2011,TIP,Gasolina,6,350.0,4.2,AUTOS DE LUJO,6.33,12.05,9.31,6.98,334.0,34.0,2,6
AUDI,A6,SECURITY 4PTS 4.2L 8CIL 350HP TIPTRONIC QUATTRO,2011,TIP,Gasolina,8,350.0,4.2,AUTOS DE LUJO,6.33,12.05,9.31,6.98,334.0,40.0,2,6
MERCEDES,CL500,CGI 2PTS 4.7L 8CIL 429HP AUT TURBO,2012,AUT,Gasolina,8,429.0,4.663,AUTOS DE LUJO,6.32,13.16,9.52,7.14,326.0,35.0,2,6
MERCEDES,CL500,CGI 2PTS 4.7L 8CIL 429HP AUT TURBO,2013,AUT,Gasolina,8,429.0,4.663,AUTOS DE LUJO,6.32,13.16,9.52,7.14,326.0,35.0,2,6
JAGUAR,XF,4PTS 3.0L 6CIL 335HP AUT TURBO,2016,AUT,Gasolina,6,335.0,3.0,AUTOS DE LUJO,6.3,11.7,9.21,6.91,338.0,4.0,2,9
BMW,M3,COUPE 2PTS 4.0L 8CIL 420HP DKG,2011,DKG,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.29,11.76,9.21,6.91,337.0,20.0,2,6
BMW,M3,SEDAN 4PTS 4.0 8CIL 420HP DKG,2011,DKG,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.29,11.76,9.21,6.91,337.0,20.0,2,6
BMW,M3,COUPÉ 2PTS 4.0L 8CIL 420HP AUT,2012,AUT,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.29,11.76,9.21,6.91,337.0,20.0,2,6
BMW,M3,SEDAN 4PTS 4.0L 8CIL 420HP AUT,2012,AUT,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.29,11.76,9.21,6.91,337.0,20.0,2,6
BMW,M3,COUPE 2PTS 4.0L 8CIL 420HP AUT,2013,AUT,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.29,11.76,9.21,6.91,337.0,39.0,2,6
BMW,M3,SEDAN 4PTS 4.0L 8CIL 420HP AUT,2013,AUT,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.29,11.76,9.21,6.91,337.0,39.0,2,6
JAGUAR,F-TYPE,S CONVERTIBLE 2PTS 5.0L 8CIL 495HP AUT,2014,AUT,Gasolina,8,495.0,5.0,AUTOS DE LUJO,6.29,12.05,9.28,6.96,335.0,78.0,2,6
MERCEDES,E500,CONVERTIBLE 2PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,8,382.0,5.5,AUTOS DE LUJO,6.28,12.19,9.3,6.97,334.0,26.0,2,6
PORSCHE,PANAMERA,S 5PTS 4.8L 8CIL 400HP PDK,2011,PDK,Gasolina,8,400.0,4.8,AUTOS DE LUJO,6.25,12.66,9.36,7.02,332.0,34.0,2,6
BMW,M3,CONV 2PTS 4.0L 8CIL 420HP DKG,2011,DKG,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.25,11.24,9.06,6.8,343.0,20.0,1,6
PORSCHE,PANAMERA,S 5PTS 4.8L 8CIL 400HP PDK,2012,PDK,Gasolina,8,400.0,4.8,AUTOS DE LUJO,6.25,12.66,9.36,7.02,332.0,34.0,2,6
BMW,M3,CONVERTIBLE 2PTS 4.0L 8CIL 420HP AUT,2012,AUT,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.25,11.24,9.06,6.8,343.0,20.0,1,6
BMW,M3,CONVERTIBLE 2PTS 4.0L 8CIL 420HP AUT,2013,AUT,Gasolina,8,420.0,4.0,AUTOS DE LUJO,6.25,11.24,9.06,6.8,343.0,39.0,1,6
MERCEDES,E500,COUPÉ 2PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,8,382.0,5.5,AUTOS DE LUJO,6.21,12.82,9.35,7.01,332.0,18.0,2,6
DODGE,CHARGER,SRT-8 4PTS 6.4L 8CIL 470HP AUT,2014,AUT,Gasolina,8,470.0,6.4,AUTOS DE LUJO,6.18,11.53,7.81,5.86,398.0,25.0,0,6
BMW,550i,GRAN TURISMO 4PTS 4.4L 8CIL 407HP MAN,2011,MAN,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.17,12.05,9.17,6.87,339.0,30.0,2,6
BMW,550iA,GRAN TURISMO 4PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.17,12.04,9.16,6.87,339.0,30.0,2,6
BMW,550iA,GRAN TURISMO 4PTS 4.4L 8CIL 407HP AUT BITURBO,2013,AUT,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.17,12.05,9.17,6.87,339.0,30.0,2,6
SAAB,9-5,AWD 4PTS 2.8L 6CIL 300HP AUT TURBO,2012,AUT,Gasolina,6,300.0,2.8,AUTOS DE LUJO,6.17,13.69,9.47,7.1,328.0,50.0,2,6
SAAB,9-5,AWD 4PTS 2.8L 6CIL 300HP MAN TURBO,2012,MAN,Gasolina,6,300.0,2.8,AUTOS DE LUJO,6.17,13.69,9.47,7.1,328.0,50.0,2,6
BMW,650i,COUPE 2PTS 4.8L 8CIL 367HP AUT STRONIC,2011,AUT,Gasolina,8,367.0,4.8,AUTOS DE LUJO,6.13,12.35,9.18,6.89,339.0,22.0,2,6
BMW,750iA,SEDAN 4PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,8,449.0,4.4,AUTOS DE LUJO,6.1,11.76,9.04,6.78,344.0,17.0,1,6
BMW,750LiA,SEDAN 4PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,8,449.0,4.4,AUTOS DE LUJO,6.1,11.76,9.04,6.78,344.0,17.0,1,6
AUDI,R8,COUPE 2PTS 5.2L 10CIL 550HP MAN QUATTRO,2015,MAN,Gasolina,10,550.0,5.2,AUTOS DE LUJO,6.1,10.3,7.47,5.6,416.0,22.0,0,7
AUDI,R8,2PTS 4.2L 8CIL 430HP MAN QUATTRO,2016,MAN,Gasolina,8,430.0,4.2,AUTOS DE LUJO,6.1,11.3,7.69,5.77,404.0,38.0,0,6
AUDI,R8,2PTS 5.2L 10CIL 550HP MAN QUATTRO,2016,MAN,Gasolina,10,550.0,5.2,AUTOS DE LUJO,6.1,10.4,7.49,5.62,415.0,22.0,0,7
BENTLEY,CONTINENTAL,GT 3PTAS 6.0L 12CIL 582/626HP ZF8 QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,12,626.0,6.0,AUTOS DE LUJO,6.1,11.3,7.69,5.77,404.0,16.0,0,8
BENTLEY,CONTINENTAL,GT SPEED 3PTAS 6.0L 12CIL 582/626 HP ZF8 QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,12,626.0,6.0,AUTOS DE LUJO,6.1,11.3,7.69,5.77,404.0,16.0,0,8
AUDI,R8,COUPE 2PTAS 4.2L 8CIL 430 HP MAN QUATTRO,2017,MAN,Gasolina,8,430.0,4.2,AUTOS DE LUJO,6.1,11.3,7.69,5.77,404.0,38.0,0,6
AUDI,R8,COUPE 2PTAS 5.2L 10CIL 550HP MAN QUATTRO,2017,MAN,Gasolina,10,550.0,5.2,AUTOS DE LUJO,6.1,10.3,7.47,5.6,416.0,22.0,0,7
BENTLEY,CONTINENTAL,GT 3PTAS 6.0L 12CIL 582/626HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,12,626.0,6.0,AUTOS DE LUJO,6.1,11.3,7.69,5.77,404.0,16.0,0,8
BENTLEY,CONTINENTAL,GT SPEED 3PTAS 6.0L 12CIL 582/626HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,12,626.0,6.0,AUTOS DE LUJO,6.1,11.3,7.69,5.77,404.0,16.0,0,8
BENTLEY,FLYING SPUR,4PTAS 6.0L 12CIL 616HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,12,616.0,6.0,AUTOS DE LUJO,6.1,11.3,7.69,5.77,404.0,16.0,0,8
PORSCHE,PANAMERA,4S 5PTS 4.8 400 HP PDK,2011,PDK,Gasolina,8,400.0,4.8,AUTOS DE LUJO,6.1,12.35,9.15,6.86,340.0,35.0,2,6
PORSCHE,PANAMERA,4S 5PTS 4.8L 8CIL 400HP PDK,2012,PDK,Gasolina,8,400.0,4.8,AUTOS DE LUJO,6.1,12.35,9.15,6.86,340.0,35.0,2,6
BMW,750i,4PTS 4.4L 8CIL 407HP AUT STRONIC,2011,AUT,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.1,11.76,9.04,6.78,344.0,16.0,1,6
BMW,750Li,4PTS 4.4L 8CIL 407HP AUT STRONIC,2011,AUT,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.1,11.76,9.04,6.78,344.0,16.0,1,6
BMW,750iA,SEDAN 4PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.1,11.76,9.04,6.78,344.0,16.0,1,6
BMW,750LiA,SEDAN 4PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,8,407.0,4.4,AUTOS DE LUJO,6.1,11.76,9.04,6.78,344.0,16.0,1,6
MERCEDES,E500,4PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,8,382.0,5.5,AUTOS DE LUJO,6.09,12.98,9.26,6.95,336.0,20.0,2,6
PORSCHE,PANAMERA,5PTS 3.6L 6CIL 300HP PDK,2011,PDK,Gasolina,6,300.0,3.6,AUTOS DE LUJO,6.06,12.59,9.16,6.87,339.0,10.0,2,9
PORSCHE,PANAMERA,4 5PTS 3.6L 6CIL 300HP PDK,2011,PDK,Gasolina,6,300.0,3.6,AUTOS DE LUJO,6.06,12.59,9.16,6.87,339.0,10.0,2,9
PORSCHE,PANAMERA,4 4X4 5PTS 3.6L 6CIL 300HP PDK,2012,PDK,Gasolina,6,300.0,3.6,AUTOS DE LUJO,6.06,12.59,9.16,6.87,339.0,10.0,2,9
PORSCHE,PANAMERA,5PTS 3.6L 6CIL 300HP PDK,2012,PDK,Gasolina,6,300.0,3.6,AUTOS DE LUJO,6.06,12.59,9.16,6.87,339.0,10.0,2,9
BMW,M6,CONVERTIBLE 2PTS 4.4L 8CIL 560HP AUT BITURBO,2013,AUT,Gasolina,8,560.0,4.4,AUTOS DE LUJO,6.04,12.65,9.15,6.87,340.0,12.0,2,9
MERCEDES,S 600,4PTAS 6.0L 12CIL 530HP AUT BITURBO,2016,AUT,Gasolina,12,530.0,5.98,AUTOS DE LUJO,5.99,11.63,8.9,6.68,349.0,20.0,1,6
MERCEDES,S 600,4PTAS 6.0L 12CIL 530HP BITURBO AUT,2018,AUT,Gasolina,12,530.0,5.98,AUTOS DE LUJO,5.99,11.63,8.9,6.68,349.0,20.0,1,6
MERCEDES,S 600,4PTAS 6.0L 12CIL 530HP TURBO AUT,2018,AUT,Gasolina,12,530.0,5.98,AUTOS DE LUJO,5.99,11.63,8.9,6.68,349.0,20.0,1,6
MERCEDES,S 600,4PTAS 6.0L 12CIL 530HP TURBO AUT,2018,AUT,Gasolina,12,530.0,5.98,AUTOS DE LUJO,5.99,11.63,8.9,6.68,349.0,20.0,1,6
MERCEDES,S 600,MAYBACH 4PTAS 6.0L 12CIL 530HP AUT,2016,AUT,Gasolina,12,530.0,5.98,AUTOS DE LUJO,5.92,11.49,8.81,6.61,353.0,24.0,1,6
MERCEDES,CLS500,4PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,8,382.0,5.5,AUTOS DE LUJO,5.88,11.76,8.83,6.62,352.0,31.0,1,6
MERCEDES,SL500,ROADSTER 2PTS 5.5L 8CIL 382HP AUT,2012,AUT,Gasolina,8,382.0,5.461,AUTOS DE LUJO,5.88,12.2,8.91,6.68,349.0,30.0,1,6
MERCEDES,SL65,AMG 2PTS 6.0L 12CIL 621HP AUT TURBO,2013,AUT,Gasolina,12,621.0,6.0,AUTOS DE LUJO,5.88,11.9,8.86,6.64,351.0,41.0,1,6
MERCEDES,S 65,4PTAS 6.0L 12CIL 630HP AUT,2016,AUT,Gasolina,12,630.0,5.98,AUTOS DE LUJO,5.85,11.63,8.77,6.58,354.0,29.0,1,6
MERCEDES,S 65,CONVERTIBLE 2PTAS 6.0L 12CIL 630HP AUT,2016,AUT,Gasolina,12,630.0,5.98,AUTOS DE LUJO,5.85,11.24,8.69,6.52,358.0,35.0,1,6
MERCEDES,S 65,COUPE AMG 2PTAS 6.0L 12CIL 630HP AUT,2016,AUT,Gasolina,12,630.0,5.98,AUTOS DE LUJO,5.85,11.63,8.77,6.58,354.0,29.0,1,6
MERCEDES,S 65,AMG COUPE 2PTAS 6.0L 12CIL 630HP TURBO AUT,2018,AUT,Gasolina,12,630.0,5.98,AUTOS DE LUJO,5.85,11.63,8.77,6.58,354.0,29.0,1,6
MERCEDES,S 65,AMG SEDAN 4PTAS 6.0L 12CIL 630HP TURBO AUT,2018,AUT,Gasolina,12,630.0,5.98,AUTOS DE LUJO,5.85,11.63,8.77,6.58,354.0,29.0,1,6
MERCEDES,S 65,AMG CONVERTIBLE 2PTAS 6.0L 12CIL 630HP TURBO AUT,2018,AUT,Gasolina,12,630.0,5.98,AUTOS DE LUJO,5.85,11.24,8.69,6.52,358.0,35.0,1,6
BMW,M3,SEDAN 2PTS 4.0L 8CIL 420HP MAN,2012,MAN,Gasolina,8,420.0,4.0,AUTOS DE LUJO,5.84,10.75,8.58,6.43,362.0,20.0,1,6
BMW,650i,CONV 2PTS 4.8L 8CIL 367HP AUT STRONIC,2011,AUT,Gasolina,8,367.0,4.8,AUTOS DE LUJO,5.81,11.76,8.76,6.57,355.0,22.0,1,6
JAGUAR,XJ,PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT,2011,AUT,Gasolina,8,380.0,5.0,AUTOS DE LUJO,5.8,12.19,7.59,5.69,410.0,51.0,0,5
JAGUAR,XF,4PTS 5.0L 8CIL 385HP AUT,2011,AUT,Gasolina,8,385.0,5.0,AUTOS DE LUJO,5.8,12.8,7.69,5.77,404.0,17.0,0,8
JAGUAR,XF,4PTS 5.0L 8CIL 385HP AUT,2012,AUT,Gasolina,8,385.0,5.0,AUTOS DE LUJO,5.8,12.83,8.94,6.71,348.0,17.0,1,6
JAGUAR,XJ,PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT,2012,AUT,Gasolina,8,380.0,5.0,AUTOS DE LUJO,5.8,12.19,8.83,6.62,352.0,51.0,1,6
JAGUAR,XJ,PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT,2013,AUT,Gasolina,8,380.0,5.0,AUTOS DE LUJO,5.8,12.19,8.83,6.62,352.0,51.0,1,6
JAGUAR,XF,4PTS 5.0L 8CIL 385HP AUT,2013,AUT,Gasolina,8,385.0,5.0,AUTOS DE LUJO,5.8,12.8,8.94,6.7,348.0,17.0,1,6
JAGUAR,XF,4PTS 2.0L 4CIL 237HP AUT TURBO,2016,AUT,Gasolina,4,237.0,2.0,AUTOS DE LUJO,5.8,10.5,8.49,6.36,366.0,5.0,0,9
BENTLEY,MULSANNE,4PTAS 6.8L 6CIL 505 HP TIP TURBO,2016,AUT,Gasolina,6,505.0,6.8,AUTOS DE LUJO,5.8,10.6,7.28,5.46,427.0,14.0,0,8
BENTLEY,MULSANNE,4PTAS 6.8L 6CIL 530HP TIP TURBO,2016,AUT,Gasolina,6,530.0,6.8,AUTOS DE LUJO,5.8,10.6,7.28,5.46,427.0,14.0,0,8
BENTLEY,MULSANNE,4PTAS 6.8L 6CIL 505HP TIP TURBO,2017,AUT,Gasolina,6,505.0,6.8,AUTOS DE LUJO,5.8,10.6,7.28,5.46,427.0,14.0,0,8
BENTLEY,MULSANNE,4PTAS 6.8L 6CIL 530HP TIP TURBO,2017,AUT,Gasolina,6,530.0,6.8,AUTOS DE LUJO,5.8,10.6,7.28,5.46,427.0,14.0,0,8
MERCEDES,SL 65,ROADSTER AMG 2PTAS 6.0L 12CIL 630HP AUT BITURBO,2016,AUT,Gasolina,12,630.0,5.98,AUTOS DE LUJO,5.75,11.36,8.62,6.47,361.0,50.0,1,6
MERCEDES,SL 65,AMG CONVERTIBLE 2PTAS 6.0L 12CIL 630HP BITURBO AUT,2018,AUT,Gasolina,12,630.0,5.98,AUTOS DE LUJO,5.75,11.36,8.62,6.47,361.0,50.0,1,6
BENTLEY,CONTINENTAL,GT 2PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,2011,TIP,Gasolina,12,552.0,6.0,AUTOS DE LUJO,5.74,10.22,7.15,5.36,435.0,5.0,0,9
BENTLEY,CONTINENTAL,GTC 2PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,2011,TIP,Gasolina,12,552.0,6.0,AUTOS DE LUJO,5.74,10.22,7.15,5.36,435.0,5.0,0,9
BENTLEY,CONTINENTAL,FLYING SPUR 4PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,2011,TIP,Gasolina,12,552.0,6.0,AUTOS DE LUJO,5.74,10.22,7.15,5.36,435.0,5.0,0,9
BENTLEY,CONTINENTAL,GT 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO,2011,TIP,Gasolina,12,600.0,6.0,AUTOS DE LUJO,5.74,10.22,7.15,5.36,435.0,5.0,0,9
BENTLEY,CONTINENTAL,FLYING SPUR SPEED 4PTS 6.0L 12CIL 600HP TIP DOBLE TURBO,2011,TIP,Gasolina,12,600.0,6.0,AUTOS DE LUJO,5.74,10.22,7.15,5.36,435.0,5.0,0,9
BENTLEY,CONTINENTAL,SUPERSPORTS 2PTS 6.0L 12CIL 630HP TIP DOBLE TURBO QUATTRO,2011,TIP,Gasolina,12,620.0,6.0,AUTOS DE LUJO,5.74,10.22,7.15,5.36,435.0,5.0,0,9
MERCEDES,S500 L,4PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,8,382.0,5.5,AUTOS DE LUJO,5.71,11.62,8.64,6.48,360.0,31.0,1,6
MERCEDES,SLK55 AMG,2PTS 5.5 8CIL 355HP AUT,2011,G TRONIC,Gasolina,8,355.0,5.5,AUTOS DE LUJO,5.65,11.36,8.53,6.39,365.0,10.0,1,9
BMW,M3,COUPE 2PTS 4.0L 8CIL 420HP MAN,2011,MAN,Gasolina,8,420.0,4.0,AUTOS DE LUJO,5.65,10.75,8.4,6.3,370.0,20.0,0,6
BMW,M3,SEDAN 4PTS 4.0 8CIL 420HP MAN,2011,MAN,Gasolina,8,420.0,4.0,AUTOS DE LUJO,5.65,10.75,8.4,6.3,370.0,20.0,0,6
BMW,M3,COUPÉ 2PTS 4.0L 8CIL 420HP MAN,2012,MAN,Gasolina,8,420.0,4.0,AUTOS DE LUJO,5.65,10.75,8.4,6.3,370.0,20.0,0,6
AUDI,S5,2PTS 4.2L 8CIL 354HP MAN QUATTRO,2011,MAN,Gasolina,8,354.0,4.2,AUTOS DE LUJO,5.62,10.87,8.4,6.3,370.0,36.0,0,6
AUDI,S5,4X4 2PTS 4.2L 8CIL 354HP MAN QUATTRO,2012,MAN,Gasolina,8,354.0,4.2,AUTOS DE LUJO,5.62,10.87,8.4,6.3,370.0,36.0,0,6
AUDI,RS5,2PTS 4.2L 8CIL 450HP TIPTRONIC QUATTRO,2011,TIP,Gasolina,8,450.0,4.2,AUTOS DE LUJO,5.59,10.75,8.34,6.26,373.0,36.0,0,6
AUDI,S5,2PTS 4.2L 8CIL 354HP TIPTRONIC QUATTRO,2011,TIP,Gasolina,8,354.0,4.2,AUTOS DE LUJO,5.59,10.75,8.34,6.26,373.0,36.0,0,6
AUDI,RS5,4X4 2PTS 4.2L 8CIL 450HP S TRONIC QUATTRO,2012,S TRONIC,Gasolina,8,450.0,4.2,AUTOS DE LUJO,5.59,10.75,8.34,6.26,373.0,36.0,0,6
AUDI,S5,4X4 2PTS 4.2L 8CIL 354HP TIPTRONIC QUATTRO,2012,TIP,Gasolina,8,354.0,4.2,AUTOS DE LUJO,5.59,10.75,8.34,6.26,373.0,36.0,0,6
BMW,M3,CONV 2PTS 4.0L 8CIL 420HP MAN,2011,MAN,Gasolina,8,420.0,4.0,AUTOS DE LUJO,5.56,10.42,8.25,6.18,377.0,20.0,0,6
BMW,M3,CONVERTIBLE 2PTS 4.0L 8CIL 420HP MAN,2012,MAN,Gasolina,8,420.0,4.0,AUTOS DE LUJO,5.56,10.42,8.25,6.18,377.0,20.0,0,6
PORSCHE,PANAMERA,TURBO 4S 5PTS 4.8L 500HP PDK,2011,PDK,Gasolina,8,500.0,4.8,AUTOS DE LUJO,5.56,11.24,8.41,6.31,370.0,44.0,0,6
PORSCHE,PANAMERA,4S 4X4 4.8L 8CIL 550HP PDK TURBO,2012,PDK,Gasolina,8,550.0,4.8,AUTOS DE LUJO,5.56,11.24,8.41,6.31,370.0,44.0,0,6
MERCEDES,CL500,2PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,8,382.0,5.5,AUTOS DE LUJO,5.52,11.76,8.47,6.36,367.0,31.0,0,6
MERCEDES,C63,AMG 4PTS 6.2L 8CIL 451HP AUT,2012,AUT,Gasolina,8,451.0,6.2,AUTOS DE LUJO,5.5,11.9,8.48,6.36,367.0,34.0,0,6
MERCEDES,C63,AMG COUPE 2PTS 6.2L 8CIL 451HP AUT,2012,AUT,Gasolina,8,451.0,6.2,AUTOS DE LUJO,5.5,11.9,8.48,6.36,367.0,34.0,0,6
MERCEDES,C63,AMG 4PTS 6.2L 8CIL 451HP AUT,2013,AUT,Gasolina,8,451.0,6.2,AUTOS DE LUJO,5.5,11.9,8.48,6.36,367.0,34.0,0,6
MERCEDES,C63,AMG COUPE 2PTS 6.2L 8CIL 451HP AUT,2013,AUT,Gasolina,8,451.0,6.2,AUTOS DE LUJO,5.5,11.9,8.48,6.36,367.0,34.0,0,6
MERCEDES,C63,AMG 4PTS 6.2L 8CIL 500HP AUT TURBO,2014,AUT,Gasolina,8,500.0,6.2,AUTOS DE LUJO,5.49,11.9,8.47,6.36,367.0,34.0,0,6
MERCEDES,C63,AMG COUPE 2PTS 6.2L 8CIL 500HP AUT TURBO,2014,AUT,Gasolina,8,500.0,6.2,AUTOS DE LUJO,5.49,11.9,8.47,6.36,367.0,34.0,0,6
MERCEDES,SL500,2PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,8,382.0,5.5,AUTOS DE LUJO,5.49,11.36,8.37,6.28,371.0,31.0,0,6
ALFA ROMEO,159,SEDAN 4PTS 3.2L 6CIL 260HP AUT,2012,AUT,Gasolina,6,260.0,3.2,AUTOS DE LUJO,5.49,11.76,8.44,6.33,368.0,50.0,0,6
ALFA ROMEO,159,SEDAN 4PTS 3.2L 6CIL 260HP AUT,2013,AUT,Gasolina,6,260.0,3.2,AUTOS DE LUJO,5.49,11.76,8.44,6.33,368.0,50.0,0,6
JAGUAR,XJ,PORTFOLIO SWB 4PTS 5.0L 8CIL 470HP AUT SUPERCARGADO,2013,AUT,Gasolina,8,470.0,5.0,AUTOS DE LUJO,5.46,11.49,8.36,6.27,372.0,8.0,0,9
JAGUAR,XJ,SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT SUPERCARGADO,2013,AUT,Gasolina,8,510.0,5.0,AUTOS DE LUJO,5.46,11.49,8.36,6.27,372.0,8.0,0,9
JAGUAR,XJ,PORTAFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT,2011,AUT,Gasolina,8,465.0,5.0,AUTOS DE LUJO,5.4,11.49,7.09,5.32,438.0,23.0,0,7
JAGUAR,XJ,SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT,2011,AUT,Gasolina,8,510.0,5.0,AUTOS DE LUJO,5.4,11.49,7.09,5.32,438.0,23.0,0,7
JAGUAR,XJ,PORTFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT,2012,AUT,Gasolina,8,465.0,5.0,AUTOS DE LUJO,5.4,11.49,8.3,6.23,374.0,23.0,0,6
JAGUAR,XJ,SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT,2012,AUT,Gasolina,8,510.0,5.0,AUTOS DE LUJO,5.4,11.49,8.3,6.23,374.0,23.0,0,6
BENTLEY,MULSANNE,4PTS 6.8L 8CIL 505HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,8,505.0,6.8,AUTOS DE LUJO,5.4,9.8,6.77,5.08,459.0,11.0,0,9
JAGUAR,XJ,PORTFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT,2013,AUT,Gasolina,8,465.0,5.0,AUTOS DE LUJO,5.4,11.49,8.3,6.23,374.0,23.0,0,6
JAGUAR,XJ,SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT,2013,AUT,Gasolina,8,510.0,5.0,AUTOS DE LUJO,5.4,11.49,8.3,6.23,374.0,23.0,0,6
